Id;Goal;State;Launch;Deadline
665381631;1000;failed;13.02.2013, 01:06:28;20.03.2013, 00:06:28
665488370;2500;successful;04.04.2013, 13:05:02;04.05.2013, 13:05:02
665521072;28500;successful;16.11.2012, 09:51:45;17.12.2012, 07:59:00
665551721;2500;successful;20.02.2013, 01:58:57;22.03.2013, 00:58:57
665883809;40000;successful;27.11.2012, 01:47:53;24.12.2012, 10:59:00
666060073;1000;successful;17.12.2012, 20:32:01;16.01.2013, 20:32:01
666170258;40000;failed;16.10.2012, 20:06:25;25.11.2012, 21:06:25
666495850;20000;failed;02.01.2013, 03:19:40;03.03.2013, 03:19:40
666518730;1200;failed;24.01.2013, 07:23:05;23.02.2013, 07:23:05
666529410;38000;failed;22.02.2013, 23:28:59;24.03.2013, 22:28:59
666595580;1500;successful;22.03.2013, 00:22:58;21.04.2013, 00:22:58
666641736;9000;failed;01.02.2013, 19:44:06;03.03.2013, 19:44:06
666708539;5000;successful;28.03.2013, 00:18:26;27.04.2013, 00:18:26
666742142;12000;failed;21.12.2012, 04:15:39;20.01.2013, 04:15:39
666840983;2000;failed;27.11.2012, 01:48:55;27.12.2012, 01:48:55
667203230;700;successful;16.04.2013, 03:06:09;15.05.2013, 05:00:00
667417185;15000;failed;13.03.2013, 23:07:13;12.04.2013, 23:07:13
667545188;5000;failed;05.11.2012, 23:39:16;05.12.2012, 23:39:16
667602145;25000;successful;19.10.2012, 18:51:26;18.11.2012, 19:51:26
667693321;5000;failed;13.11.2012, 08:11:56;13.12.2012, 08:11:56
667708618;3000;successful;25.02.2013, 21:22:53;27.03.2013, 20:22:53
667724007;5000;failed;18.04.2013, 04:08:54;18.05.2013, 04:08:54
667856992;19000;successful;03.11.2012, 18:59:57;02.12.2012, 06:00:00
667913862;15000;failed;29.03.2013, 22:19:16;28.04.2013, 22:19:16
667995169;10000;successful;21.03.2013, 01:52:59;22.04.2013, 06:59:00
668005584;750;successful;29.11.2012, 23:01:15;31.12.2012, 06:22:00
668070922;125000;failed;13.03.2013, 00:00:04;14.04.2013, 22:35:00
668327870;4000;successful;20.11.2012, 03:14:01;11.12.2012, 08:00:00
668423869;5000;successful;12.03.2013, 02:06:20;11.04.2013, 02:06:20
668449126;2750;failed;05.01.2013, 00:54:59;14.02.2013, 00:54:59
668518918;9000;failed;30.03.2013, 04:25:33;29.04.2013, 04:25:33
668800271;5000;failed;16.10.2012, 01:35:28;15.11.2012, 02:35:28
668826187;5000;successful;08.02.2013, 06:15:20;30.03.2013, 06:00:00
668907152;5000;successful;29.01.2013, 15:00:12;28.02.2013, 15:00:12
669103501;6789;failed;06.11.2012, 11:04:07;06.12.2012, 11:04:07
669252719;3500;successful;09.03.2013, 10:11:29;10.04.2013, 06:00:00
669388923;40000;successful;20.03.2013, 18:04:49;04.05.2013, 18:04:49
669474946;200;successful;08.02.2013, 16:08:21;09.04.2013, 15:08:21
669542650;5000;failed;23.10.2012, 22:17:07;22.12.2012, 23:17:07
669547757;25000;failed;04.01.2013, 07:51:14;05.03.2013, 07:51:14
670055502;30000;failed;08.02.2013, 18:57:42;25.03.2013, 17:57:42
670149014;1000;successful;08.01.2013, 23:30:36;07.02.2013, 23:30:36
670221834;22000;successful;23.10.2012, 23:08:46;28.11.2012, 06:42:00
670654436;2000;failed;12.10.2012, 23:06:17;12.11.2012, 00:06:17
670696785;37000;failed;12.12.2012, 01:53:20;11.01.2013, 01:53:20
670747693;5000;successful;16.11.2012, 15:37:15;17.12.2012, 08:59:00
670776606;3000;failed;28.03.2013, 03:32:55;17.04.2013, 03:32:55
671033794;5000;successful;18.01.2013, 07:53:41;13.02.2013, 07:53:41
671588054;5000;failed;09.04.2013, 05:10:43;24.04.2013, 05:10:43
671667814;2500;failed;31.10.2012, 19:50:17;30.11.2012, 20:50:17
671732622;3750;failed;05.02.2013, 16:50:42;06.04.2013, 15:50:42
671769237;12500;successful;19.03.2013, 17:00:20;18.04.2013, 17:00:20
671791816;20000;successful;05.02.2013, 23:23:58;22.03.2013, 22:23:58
671792185;50000;failed;24.01.2013, 17:53:32;25.03.2013, 16:53:32
671941804;3000;successful;25.01.2013, 23:46:33;24.02.2013, 23:46:33
671970169;1500;successful;25.09.2012, 05:03:53;21.10.2012, 06:00:00
672196148;300;failed;22.11.2012, 21:53:44;09.12.2012, 09:00:00
672200261;2000;successful;09.04.2013, 21:58:56;23.04.2013, 21:58:56
672210440;4500;failed;21.11.2012, 04:42:40;21.12.2012, 04:42:40
672271661;8000;successful;02.02.2013, 03:03:18;04.03.2013, 03:03:18
672404087;8500;successful;14.03.2013, 20:13:26;25.04.2013, 20:13:26
672446933;2500;failed;05.12.2012, 02:49:43;19.01.2013, 02:49:43
672592715;250;successful;19.02.2013, 23:35:09;16.03.2013, 22:35:09
672669679;17000;successful;31.01.2013, 13:50:57;02.03.2013, 13:50:57
672926998;100;successful;19.10.2012, 02:19:30;18.11.2012, 03:19:30
673020185;7000;failed;12.02.2013, 20:08:09;13.04.2013, 19:08:09
673143456;75000;successful;25.10.2012, 02:58:33;29.11.2012, 03:58:33
673220557;1500;successful;29.03.2013, 01:39:22;29.04.2013, 01:39:22
673240222;5000;successful;07.02.2013, 01:39:29;31.03.2013, 16:00:00
673242621;2000;successful;16.10.2012, 05:53:55;12.11.2012, 07:59:00
673492360;2500;failed;29.01.2013, 23:29:30;16.03.2013, 06:11:00
673543284;5000;failed;18.04.2013, 21:47:05;18.05.2013, 21:47:05
673802097;28000;failed;16.01.2013, 02:03:49;15.02.2013, 02:03:49
673864442;30000;failed;13.12.2012, 04:19:56;12.01.2013, 04:19:56
673934589;625;failed;01.02.2013, 22:52:11;03.03.2013, 22:52:11
673943879;5000;failed;11.12.2012, 14:08:39;05.01.2013, 14:08:39
674012202;300;successful;19.04.2013, 13:13:14;19.05.2013, 13:13:14
674062669;2000;failed;11.10.2012, 00:40:47;10.11.2012, 01:40:47
674068345;45000;failed;04.12.2012, 16:26:56;18.01.2013, 17:54:00
674143459;30000;successful;14.12.2012, 02:43:35;21.01.2013, 07:59:00
674202634;9000;failed;24.11.2012, 19:00:39;24.12.2012, 19:00:39
674265897;10000;successful;26.01.2013, 04:02:07;17.02.2013, 14:27:00
674532080;3000;failed;08.02.2013, 23:47:41;10.03.2013, 22:47:41
674714345;650;successful;04.04.2013, 22:45:55;19.04.2013, 22:45:55
674762719;1000;failed;28.09.2012, 22:07:55;01.11.2012, 06:59:00
674795348;20000;failed;15.12.2012, 20:47:39;14.01.2013, 20:47:39
674862921;25000;failed;17.04.2013, 18:15:41;17.05.2013, 23:59:00
674864065;2500;successful;02.01.2013, 01:03:28;01.03.2013, 20:00:00
674870545;1000;successful;02.11.2012, 21:50:45;01.12.2012, 07:59:00
675207921;325000;failed;31.10.2012, 16:13:49;15.12.2012, 17:13:49
675340388;6000;successful;18.03.2013, 20:45:04;17.04.2013, 20:45:04
675530075;2000;failed;21.02.2013, 22:13:12;08.03.2013, 22:13:12
675563821;1000;successful;12.03.2013, 20:26:52;11.04.2013, 20:26:52
675682513;4500;failed;29.03.2013, 23:02:16;28.04.2013, 23:02:16
675983387;1120000;failed;19.11.2012, 21:00:41;19.12.2012, 21:00:41
676406554;2500;successful;20.11.2012, 20:06:49;03.01.2013, 07:59:00
676421129;1000;failed;24.10.2012, 03:50:14;08.12.2012, 04:50:14
676545777;17500;failed;13.11.2012, 19:42:20;13.12.2012, 19:42:20
676820545;2500;successful;20.02.2013, 05:58:43;23.03.2013, 04:58:43
676861168;16000;failed;18.04.2013, 15:49:54;18.05.2013, 15:49:54
676923326;9500;successful;14.12.2012, 07:11:54;19.01.2013, 02:00:00
677160115;20000;failed;14.03.2013, 04:01:00;13.04.2013, 04:01:00
677172891;5000;successful;14.12.2012, 04:29:33;13.01.2013, 04:29:33
677283457;15000;successful;21.03.2013, 20:00:11;05.05.2013, 20:00:11
677370482;35000;failed;15.10.2012, 21:41:46;14.11.2012, 22:41:46
677396222;14000;failed;07.12.2012, 02:00:34;30.12.2012, 02:00:34
677457080;30000;failed;12.12.2012, 17:02:10;16.01.2013, 17:02:10
677563789;10000;failed;07.02.2013, 01:11:47;09.03.2013, 01:11:47
677714625;5000;failed;15.04.2013, 18:13:19;15.05.2013, 18:13:19
677729020;5000;failed;26.11.2012, 23:27:44;26.12.2012, 23:27:44
677941870;5000;failed;10.04.2013, 01:03:35;10.05.2013, 01:03:35
678108833;5000;failed;03.04.2013, 03:30:38;03.05.2013, 03:30:38
678159790;5000;successful;19.02.2013, 20:07:12;25.03.2013, 06:59:00
678258771;2200;successful;03.11.2012, 02:33:17;26.11.2012, 07:56:00
678315473;1350;failed;11.12.2012, 17:39:08;08.01.2013, 17:39:08
678381253;1200;successful;29.03.2013, 01:42:36;08.04.2013, 02:59:00
678410761;20000;successful;03.04.2013, 18:19:01;01.05.2013, 18:19:01
678598248;2000;successful;27.03.2013, 05:11:24;26.04.2013, 05:11:24
678636289;1500;successful;09.02.2013, 03:55:12;11.03.2013, 02:55:12
678716891;3333;successful;07.01.2013, 02:34:13;18.02.2013, 02:34:13
678798156;10000;successful;24.10.2012, 08:19:05;12.11.2012, 07:59:00
678948435;1200;failed;14.02.2013, 21:00:22;14.04.2013, 18:59:00
679079147;20000;failed;16.02.2013, 08:05:50;18.03.2013, 07:05:50
679091332;1200;successful;11.02.2013, 23:03:05;01.03.2013, 03:33:00
679241427;3000;successful;16.10.2012, 21:50:20;15.11.2012, 22:50:20
679262932;2500;failed;20.11.2012, 06:30:55;20.12.2012, 06:30:55
679530293;8500;failed;15.02.2013, 17:00:44;17.03.2013, 16:00:44
679555821;1500;failed;09.02.2013, 21:18:03;10.04.2013, 20:18:03
679697493;8500;failed;20.11.2012, 20:07:42;10.12.2012, 20:07:42
679836446;10000;failed;27.01.2013, 22:43:24;26.02.2013, 22:43:24
679848625;10000;successful;07.02.2013, 20:23:10;09.03.2013, 20:23:10
679857983;30000;failed;22.03.2013, 01:15:02;16.04.2013, 01:15:02
680101449;30000;failed;01.02.2013, 20:22:50;03.03.2013, 20:22:50
680153508;1500;successful;05.01.2013, 00:17:57;02.02.2013, 20:24:00
680192755;300;successful;07.11.2012, 02:58:20;03.12.2012, 02:00:00
680557266;3000;failed;05.02.2013, 03:32:01;07.03.2013, 03:32:01
680565656;25000;failed;29.01.2013, 05:47:49;28.02.2013, 05:47:49
680659893;6000;successful;04.02.2013, 19:09:34;06.03.2013, 19:09:34
680796989;25000;failed;31.01.2013, 04:03:30;07.03.2013, 04:03:30
680873482;5000;successful;15.02.2013, 03:42:33;17.03.2013, 01:00:00
680928572;1500;successful;28.03.2013, 21:47:49;05.04.2013, 18:59:00
681031986;35000;failed;14.12.2012, 19:51:10;21.01.2013, 19:51:10
681044711;1000;successful;11.12.2012, 22:55:43;10.01.2013, 22:55:43
681115877;12000;failed;18.03.2013, 05:59:00;30.04.2013, 19:00:00
681305468;2000;failed;12.02.2013, 04:42:41;14.03.2013, 03:42:41
681640229;6500;failed;02.04.2013, 21:53:45;02.05.2013, 21:53:45
681726700;25000;failed;21.03.2013, 23:54:54;20.04.2013, 23:54:54
682004486;6000;successful;04.12.2012, 00:10:23;03.01.2013, 00:10:23
682244509;10000;failed;20.02.2013, 00:34:52;20.03.2013, 23:34:52
682297557;10000;failed;12.04.2013, 01:28:47;12.05.2013, 01:28:47
682349749;70000;failed;09.04.2013, 03:05:19;09.05.2013, 03:05:19
682368638;1500;successful;05.02.2013, 18:33:58;05.03.2013, 18:33:58
682448898;5000;failed;01.02.2013, 05:59:20;01.03.2013, 03:21:00
682489036;10000;failed;05.11.2012, 20:48:22;15.12.2012, 20:48:22
682517616;23000;failed;19.03.2013, 21:18:16;18.04.2013, 21:18:16
682580708;35000;failed;13.02.2013, 18:21:21;15.03.2013, 17:21:21
683204467;50000;successful;26.02.2013, 21:43:43;28.03.2013, 20:43:43
683541940;7000;successful;17.04.2013, 23:14:07;03.05.2013, 14:00:00
683655175;1000;successful;22.03.2013, 22:43:15;21.04.2013, 22:43:15
683783961;7000;failed;06.04.2013, 01:32:20;07.05.2013, 01:32:20
683821219;10000;successful;09.04.2013, 02:36:11;09.05.2013, 02:36:11
683865116;7000;failed;18.02.2013, 16:25:20;31.03.2013, 06:59:00
684056914;8500;failed;15.02.2013, 01:49:08;08.03.2013, 07:00:00
684074612;50000;failed;01.12.2012, 00:18:46;02.01.2013, 10:59:00
684173649;5500;successful;04.02.2013, 07:29:39;06.03.2013, 07:29:39
684175356;1500;successful;27.12.2012, 18:02:36;18.01.2013, 08:00:00
684387655;5000;successful;20.02.2013, 06:24:29;22.03.2013, 05:24:29
684509118;16000;failed;28.03.2013, 22:32:33;27.04.2013, 23:00:00
684672975;14500;failed;16.10.2012, 20:03:36;10.11.2012, 21:03:36
684936285;5000;failed;08.12.2012, 21:37:33;01.02.2013, 01:00:00
685377795;3000;successful;06.02.2013, 04:41:39;08.03.2013, 04:41:39
685703910;1500;successful;29.03.2013, 19:17:47;20.04.2013, 04:00:00
685729260;3000;failed;20.02.2013, 15:01:24;22.03.2013, 15:01:24
685812267;1000;successful;05.11.2012, 19:13:27;23.11.2012, 01:15:00
686042503;15000;failed;05.04.2013, 00:25:03;05.05.2013, 00:25:03
686082068;3000;failed;27.11.2012, 00:05:45;11.01.2013, 00:05:45
686212435;8000;successful;08.01.2013, 17:05:38;05.02.2013, 17:05:38
686507337;3000;failed;02.12.2012, 20:23:35;01.01.2013, 20:23:35
687056646;9000;successful;30.01.2013, 00:42:41;01.03.2013, 00:42:41
687067001;10000;failed;07.02.2013, 21:11:42;09.03.2013, 21:11:42
687446620;30000;successful;13.03.2013, 21:20:32;15.04.2013, 21:16:00
687511331;50000;failed;19.03.2013, 17:20:56;18.05.2013, 17:20:56
687799437;2500;successful;11.04.2013, 04:22:24;11.05.2013, 04:22:24
688040116;2500;failed;14.12.2012, 01:11:22;13.01.2013, 01:11:22
688110965;3500;failed;07.11.2012, 14:51:32;19.12.2012, 14:51:32
688211688;10000;failed;30.10.2012, 20:32:17;29.12.2012, 21:32:17
688462441;9200;successful;04.04.2013, 03:29:43;04.05.2013, 05:00:00
688464571;4000;failed;09.01.2013, 20:47:58;10.03.2013, 20:47:58
688546314;5000;successful;12.11.2012, 11:01:09;17.12.2012, 07:00:00
688596387;7500;successful;08.04.2013, 17:56:58;08.05.2013, 17:56:58
688682707;10000;failed;20.03.2013, 04:42:50;10.04.2013, 18:00:00
689077266;3500;failed;21.02.2013, 05:08:05;23.03.2013, 04:08:05
689122222;50000;successful;11.10.2012, 07:13:13;10.11.2012, 02:00:00
689561043;1500;successful;21.09.2012, 19:06:13;21.10.2012, 19:06:13
690535467;3000;successful;07.02.2013, 20:47:35;24.03.2013, 19:47:35
690550723;5000;failed;01.02.2013, 22:58:15;03.03.2013, 22:58:15
690693514;15000;successful;02.01.2013, 20:33:38;01.02.2013, 10:59:00
691025940;2400;successful;08.03.2013, 17:14:22;07.04.2013, 16:14:22
691102874;3000;failed;15.12.2012, 00:08:30;04.01.2013, 00:08:30
691104194;8000;failed;27.10.2012, 01:20:12;17.11.2012, 06:00:00
691105638;3500;successful;11.12.2012, 23:28:11;13.01.2013, 23:28:11
691164746;35000;failed;31.10.2012, 07:34:09;11.12.2012, 09:59:00
691281608;2500;successful;14.12.2012, 02:12:44;21.01.2013, 03:00:00
691570920;10000;successful;11.12.2012, 06:08:00;15.01.2013, 06:08:00
691722918;25000;failed;10.02.2013, 05:27:43;12.03.2013, 04:27:43
691772770;70000;failed;23.03.2013, 17:01:32;22.04.2013, 17:01:32
691861023;7275;failed;07.02.2013, 01:41:44;31.03.2013, 22:00:00
691979835;15000;failed;19.12.2012, 19:33:28;18.01.2013, 19:33:28
691982212;8000;successful;23.10.2012, 03:59:20;21.11.2012, 04:59:20
692005207;1500;successful;25.10.2012, 06:22:55;27.11.2012, 07:59:00
692345752;4000;successful;21.03.2013, 21:06:43;13.04.2013, 04:00:00
692567834;725;failed;03.04.2013, 17:46:47;03.05.2013, 17:46:47
692598362;5000;successful;13.02.2013, 14:40:19;15.03.2013, 13:40:19
692723124;20000;failed;11.03.2013, 18:30:33;15.04.2013, 18:30:33
692733410;5500;failed;20.03.2013, 02:08:11;19.04.2013, 02:08:11
692858510;2950;successful;10.04.2013, 22:06:03;10.05.2013, 22:06:03
692886419;3900;successful;12.11.2012, 22:20:47;22.12.2012, 03:15:00
692998279;2500;failed;21.09.2012, 21:11:53;21.10.2012, 21:11:53
693220395;2000;failed;05.02.2013, 09:58:00;02.03.2013, 09:58:00
693255627;65000;successful;19.02.2013, 17:02:32;23.03.2013, 07:01:00
693298094;1500;failed;16.04.2013, 02:45:11;16.05.2013, 02:45:11
693693921;325;successful;12.02.2013, 03:12:55;14.03.2013, 02:12:55
693841443;2000;failed;06.11.2012, 02:36:32;05.01.2013, 02:36:32
694025510;45000;successful;06.04.2013, 15:42:33;06.05.2013, 05:00:00
694037215;50000;failed;09.01.2013, 10:12:04;09.02.2013, 08:00:00
694187431;22000;failed;18.10.2012, 19:41:06;01.12.2012, 07:00:00
694479148;60000;failed;24.01.2013, 00:59:27;23.02.2013, 00:59:27
694702650;20000;successful;15.03.2013, 04:53:16;14.05.2013, 04:53:16
695135094;50000;successful;09.04.2013, 07:16:21;13.05.2013, 06:59:00
695585878;75000;failed;10.10.2012, 21:12:52;12.11.2012, 05:00:00
695607574;1000;failed;14.12.2012, 00:27:20;19.01.2013, 09:00:00
695713535;7000;failed;19.03.2013, 00:52:13;18.04.2013, 00:52:13
695776403;11700;successful;30.11.2012, 06:31:50;30.12.2012, 06:31:50
695874101;5000;failed;02.11.2012, 12:04:20;02.12.2012, 12:04:20
696062175;20000;failed;27.11.2012, 03:23:35;29.12.2012, 03:23:35
696111205;25000;successful;09.01.2013, 20:09:13;08.02.2013, 20:09:13
696173062;2000;successful;20.12.2012, 16:57:35;19.01.2013, 16:57:35
696341936;26695;failed;06.11.2012, 04:12:32;06.12.2012, 04:12:32
696473422;3500;successful;06.03.2013, 17:12:58;11.03.2013, 22:00:00
696483086;12999;failed;12.11.2012, 20:45:19;12.12.2012, 20:45:19
696539687;2000;failed;13.02.2013, 18:50:10;27.02.2013, 18:50:10
696603425;20000;successful;18.12.2012, 05:53:27;02.01.2013, 05:00:00
696899800;7000;failed;09.11.2012, 19:20:32;22.11.2012, 06:08:00
696953135;3500;successful;30.03.2013, 01:51:28;20.04.2013, 01:51:28
696978077;2000;successful;07.02.2013, 03:38:14;09.03.2013, 03:38:14
697323444;4800;failed;12.02.2013, 03:12:43;19.03.2013, 02:12:43
697352968;40000;failed;10.01.2013, 04:24:22;09.02.2013, 04:24:22
697545789;2000;successful;15.01.2013, 18:01:43;01.03.2013, 07:59:00
698102916;292450;failed;09.03.2013, 00:17:01;16.04.2013, 23:17:01
698159129;6000;successful;08.02.2013, 01:25:28;10.03.2013, 01:25:28
698197969;8500;failed;22.03.2013, 19:26:30;21.04.2013, 19:26:30
698391722;2000;successful;21.09.2012, 05:32:29;21.10.2012, 05:32:29
698392497;1000;failed;11.10.2012, 01:35:06;11.11.2012, 06:41:00
698700822;15000;failed;09.04.2013, 06:14:55;09.05.2013, 06:14:55
698884104;5000;successful;12.02.2013, 20:59:59;26.02.2013, 20:59:59
699066038;1000;failed;08.01.2013, 20:49:44;07.02.2013, 20:49:44
699153113;30000;failed;29.03.2013, 18:01:21;25.04.2013, 17:01:21
699602449;50000;failed;24.04.2013, 07:12:17;19.05.2013, 07:12:17
699729655;5000;failed;19.03.2013, 03:14:23;06.04.2013, 03:17:00
699834887;20000;successful;09.01.2013, 00:36:05;04.02.2013, 04:00:00
699932330;3600;failed;15.02.2013, 19:38:54;17.03.2013, 18:38:54
700024175;2850;successful;05.02.2013, 23:54:45;26.02.2013, 07:30:00
700171335;6500;failed;27.10.2012, 20:22:59;26.11.2012, 21:22:59
700198171;3000;failed;06.04.2013, 00:36:55;06.05.2013, 12:11:00
700327526;22000;failed;25.01.2013, 00:55:26;24.02.2013, 00:55:26
700422438;10000;successful;08.02.2013, 19:33:59;10.03.2013, 18:33:59
700465722;30000;successful;29.10.2012, 23:00:33;21.11.2012, 05:00:00
700503574;500;successful;06.02.2013, 15:27:08;26.02.2013, 15:27:08
700638682;3500;successful;12.01.2013, 08:14:55;11.02.2013, 08:14:55
700831599;2000;successful;17.01.2013, 01:30:52;16.02.2013, 01:30:52
700835055;10000;successful;29.01.2013, 09:50:08;05.03.2013, 09:50:08
701022361;1000;failed;09.01.2013, 01:58:51;09.03.2013, 11:55:00
701060772;1000;successful;19.03.2013, 04:44:02;18.05.2013, 03:00:00
701209149;5000;failed;18.04.2013, 03:21:34;18.05.2013, 03:21:34
701277102;75000;failed;25.01.2013, 23:35:45;24.02.2013, 23:35:45
701373363;500;successful;15.01.2013, 20:07:44;11.02.2013, 01:00:00
701718022;35000;failed;18.10.2012, 23:04:09;18.11.2012, 00:02:45
701728847;250;successful;04.01.2013, 00:50:21;06.02.2013, 00:50:21
701741246;6500;failed;12.04.2013, 19:20:32;08.05.2013, 16:48:00
701794135;4000;failed;05.04.2013, 02:02:20;25.04.2013, 02:02:20
701987245;20000;successful;21.03.2013, 19:02:27;05.05.2013, 19:02:27
701994739;15000;failed;13.11.2012, 21:51:52;23.12.2012, 21:51:52
701996037;5500;failed;04.12.2012, 08:09:36;03.01.2013, 08:09:36
701996504;30000;successful;05.04.2013, 02:12:15;29.04.2013, 23:00:00
702016458;10000;failed;10.04.2013, 23:17:24;10.05.2013, 23:17:24
702063626;7500;failed;25.10.2012, 21:37:19;24.12.2012, 07:59:00
702165445;10000;failed;12.01.2013, 19:32:18;03.03.2013, 19:32:18
702535552;300;failed;02.04.2013, 18:37:22;17.04.2013, 18:37:22
702797184;5000;failed;11.04.2013, 19:47:50;16.05.2013, 09:59:00
702899986;5250;failed;23.03.2013, 00:00:03;23.04.2013, 00:00:03
702996385;11111;failed;13.12.2012, 00:44:54;09.01.2013, 00:44:54
703098587;30000;successful;30.10.2012, 19:10:39;06.12.2012, 05:00:00
703100508;5000;successful;17.12.2012, 19:23:36;11.01.2013, 04:00:00
703311080;2000;failed;10.10.2012, 19:15:45;09.11.2012, 20:15:45
703407134;500;successful;13.03.2013, 01:15:46;12.04.2013, 01:15:46
703454959;20000;failed;04.12.2012, 05:02:20;02.02.2013, 05:02:20
703470114;500;failed;21.09.2012, 03:02:58;21.10.2012, 03:02:58
703867716;3000;successful;29.03.2013, 00:29:31;27.04.2013, 02:00:00
703917846;10000;failed;07.02.2013, 04:02:18;24.03.2013, 03:02:18
703985147;1100;failed;25.01.2013, 17:38:51;06.03.2013, 17:38:51
704056602;5000;successful;11.01.2013, 20:36:07;03.02.2013, 07:59:00
704152496;3500;successful;28.03.2013, 19:37:50;30.04.2013, 13:00:00
704386019;3500;failed;14.04.2013, 05:29:35;14.05.2013, 05:29:35
704650064;4200;failed;01.01.2013, 13:07:10;10.02.2013, 13:07:10
704679965;3000;failed;18.10.2012, 05:34:44;17.11.2012, 06:34:44
704685447;230000;failed;19.10.2012, 23:33:36;20.11.2012, 00:33:36
704729788;6000;successful;31.01.2013, 19:51:08;02.03.2013, 19:51:08
704781189;1650;failed;10.03.2013, 03:28:27;05.04.2013, 04:24:00
704819890;5000;successful;08.01.2013, 21:21:29;27.02.2013, 21:21:29
704918038;10000;failed;31.01.2013, 09:05:29;01.04.2013, 08:05:29
705076656;2500;failed;27.09.2012, 04:16:28;20.10.2012, 05:59:00
705144686;20000;successful;11.12.2012, 19:03:04;10.01.2013, 19:03:04
705176989;5500;successful;17.04.2013, 02:02:38;17.05.2013, 02:02:38
705393535;1500;failed;11.01.2013, 02:50:21;01.02.2013, 02:50:21
705504205;10000;successful;08.04.2013, 20:51:13;08.05.2013, 20:51:13
705675533;1700;successful;06.11.2012, 06:43:45;05.01.2013, 06:43:45
705755450;5000;successful;05.02.2013, 23:45:11;06.04.2013, 22:45:11
706111973;10000;successful;14.02.2013, 21:44:10;08.04.2013, 06:00:00
706152798;200;successful;30.12.2012, 01:20:05;24.01.2013, 01:20:05
706336912;7000;successful;15.02.2013, 21:33:00;21.03.2013, 06:59:00
706451111;200;successful;14.01.2013, 22:42:36;15.03.2013, 21:42:36
706479357;25000;successful;19.12.2012, 18:14:25;22.01.2013, 06:00:00
706894288;1000;failed;01.11.2012, 23:39:04;02.12.2012, 00:39:04
707026109;1500;failed;28.01.2013, 20:33:10;27.02.2013, 20:33:10
707304200;28000;failed;01.11.2012, 23:51:28;14.12.2012, 00:51:28
707358043;6000;failed;18.01.2013, 11:58:22;17.02.2013, 11:58:22
707652135;35000;failed;13.12.2012, 23:00:13;11.02.2013, 23:00:13
707729699;5000;failed;15.02.2013, 03:27:29;27.03.2013, 02:27:29
707751367;2000;failed;20.03.2013, 00:23:52;19.05.2013, 00:23:52
708174095;1500;failed;23.03.2013, 00:17:06;22.04.2013, 00:17:06
708212773;8000;failed;27.11.2012, 18:02:16;07.01.2013, 07:59:00
708387907;30000;failed;11.04.2013, 20:14:51;11.05.2013, 20:14:51
708465935;5000;failed;04.01.2013, 22:01:28;03.02.2013, 22:01:28
708497183;10000;successful;02.04.2013, 18:47:00;02.05.2013, 18:47:00
708763329;7500;successful;26.01.2013, 19:50:18;25.02.2013, 19:50:18
708801055;4000;successful;09.04.2013, 04:24:23;14.05.2013, 04:24:23
708945534;35000;successful;29.11.2012, 15:49:28;07.01.2013, 07:59:00
708951589;12000;successful;15.10.2012, 22:07:35;13.11.2012, 10:59:00
708999918;5000;failed;11.10.2012, 18:08:28;15.11.2012, 19:08:28
709103466;350;failed;10.01.2013, 00:03:14;03.02.2013, 00:03:14
709152684;60000;failed;25.09.2012, 21:34:12;20.10.2012, 21:34:12
709243972;1000;failed;12.02.2013, 02:14:00;14.03.2013, 01:14:00
709342157;10000;failed;13.11.2012, 23:14:29;13.12.2012, 23:14:29
709404690;1000;failed;09.02.2013, 02:54:04;11.03.2013, 01:54:04
709499715;3500;successful;08.04.2013, 19:45:03;08.05.2013, 19:45:03
709531166;3000;failed;25.10.2012, 04:04:52;09.12.2012, 05:04:52
709633285;2000;failed;11.04.2013, 02:52:09;11.05.2013, 06:59:00
709650629;75000;failed;24.03.2013, 02:21:23;23.04.2013, 02:21:23
709702772;2000;failed;15.02.2013, 19:50:28;16.04.2013, 18:50:28
709891028;2000;failed;16.10.2012, 02:51:43;15.11.2012, 03:51:43
710077859;75000;failed;06.11.2012, 16:15:01;06.12.2012, 16:15:01
710098706;2500;failed;19.12.2012, 00:37:38;02.02.2013, 00:37:38
710192876;120000;successful;22.03.2013, 14:48:43;06.05.2013, 14:48:43
710197339;500000;failed;04.02.2013, 18:40:00;06.03.2013, 18:40:00
710219987;6000;failed;21.11.2012, 04:54:34;21.12.2012, 04:54:34
710416876;20000;successful;18.01.2013, 06:16:42;16.02.2013, 04:00:00
710417074;5500;successful;12.03.2013, 00:27:46;08.04.2013, 19:00:00
711014570;2000;successful;13.03.2013, 00:50:38;02.04.2013, 00:50:38
711090255;4000;successful;21.04.2013, 09:45:59;14.05.2013, 07:00:00
711207749;2675;failed;08.01.2013, 00:24:32;07.02.2013, 00:24:32
711270568;1500;failed;02.02.2013, 22:59:59;03.04.2013, 21:59:59
711271963;3500;failed;28.12.2012, 19:20:30;01.02.2013, 19:20:30
711290607;3000;successful;22.12.2012, 18:36:46;04.02.2013, 05:00:00
711320455;2000;successful;30.01.2013, 17:03:15;01.03.2013, 17:03:15
711382436;7200;successful;20.03.2013, 20:31:00;11.04.2013, 20:31:00
711409782;2000;failed;20.03.2013, 21:43:05;10.04.2013, 14:59:00
711415455;5000;successful;20.02.2013, 02:21:48;22.03.2013, 01:21:48
711436196;65000;failed;12.04.2013, 14:17:48;12.05.2013, 14:17:48
